Determinant,MinA,Euler,A,B,C,0:00,0:01,0:02,0:03,0:01/23,0:02/13,0:03/12,1:00,1:01,1:02,1:03,1:01/23,1:02/13,1:03/12
-1555,1,-2480,1,0,-1555,13040,13024,13040,13024,1224,1240,1256,13024,13040,13024,13040,1224,1240,1256
-1555,1,-2480,1,-1+1w,-1554,13024,13040,13024,13040,1256,1240,1224,13040,13024,13040,13024,1256,1240,1224
-1556,1,-1552,1,0,-1556,9996,9996,9996,9996,776,776,776,9996,9996,9996,9996,776,776,776
-1557,1,-2064,1,0,-1557,11056,11068,11056,11068,1044,1032,1020,11068,11056,11068,11056,1044,1032,1020
-1557,1,-2064,1,-1+1w,-1556,11068,11056,11068,11056,1020,1032,1044,11056,11068,11056,11068,1020,1032,1044
-1558,1,-3200,1,0,-1558,17892,17892,17892,17892,1600,1600,1600,17892,17892,17892,17892,1600,1600,1600
-1559,1,-1558,1,0,-1559,9181,9176,9181,9176,774,779,784,9176,9181,9176,9181,774,779,784
-1559,1,-1558,1,-1+1w,-1558,9176,9181,9176,9181,784,779,774,9181,9176,9181,9176,784,779,774
-1560,1,-1792,1,0,-1560,11070,11070,11070,11070,896,896,896,11070,11070,11070,11070,896,896,896
-1560,3,-448,3,-2+1w,-519,1996,1996,1996,1996,224,224,224,1996,1996,1996,1996,224,224,224
-1562,1,-1400,1,0,-1562,10416,10416,10416,10416,700,700,700,10416,10416,10416,10416,700,700,700
-1563,1,-2080,1,0,-1563,11398,11394,11398,11394,1036,1040,1044,11394,11398,11394,11398,1036,1040,1044
-1563,1,-2080,1,-1+1w,-1562,11394,11398,11394,11398,1044,1040,1036,11398,11394,11398,11394,1044,1040,1036
-1564,1,-2816,1,0,-1564,15888,15888,15888,15888,1408,1408,1408,15888,15888,15888,15888,1408,1408,1408
-1565,1,-1256,1,0,-1565,8148,8178,8148,8178,658,628,598,8178,8148,8178,8148,658,628,598
-1565,1,-1256,1,-1+1w,-1564,8178,8148,8178,8148,598,628,658,8148,8178,8148,8178,598,628,658
-1566,1,-2016,1,0,-1566,13096,13096,13096,13096,1008,1008,1008,13096,13096,13096,13096,1008,1008,1008
-1568,1,-1792,1,0,-1568,11082,11082,11082,11082,896,896,896,11082,11082,11082,11082,896,896,896
-1570,1,-2528,1,0,-1570,15846,15846,15846,15846,1264,1264,1264,15846,15846,15846,15846,1264,1264,1264
-1571,1,-1570,1,0,-1571,9283,9230,9283,9230,732,785,838,9230,9283,9230,9283,732,785,838
-1571,1,-1570,1,-1+1w,-1570,9230,9283,9230,9283,838,785,732,9283,9230,9283,9230,838,785,732
-1572,1,-2080,1,0,-1572,12596,12596,12596,12596,1040,1040,1040,12596,12596,12596,12596,1040,1040,1040
-1574,1,-1576,1,0,-1574,10968,10968,10968,10968,788,788,788,10968,10968,10968,10968,788,788,788
-1576,1,-3136,1,0,-1576,17112,17112,17112,17112,1568,1568,1568,17112,17112,17112,17112,1568,1568,1568
-1577,1,-1640,1,0,-1577,9430,9410,9430,9410,800,820,840,9410,9430,9410,9430,800,820,840
-1577,1,-1640,1,-1+1w,-1576,9410,9430,9410,9430,840,820,800,9430,9410,9430,9410,840,820,800
-1578,1,-2096,1,0,-1578,12876,12876,12876,12876,1048,1048,1048,12876,12876,12876,12876,1048,1048,1048
-1578,3,-524,3,-2+1w,-525,2324,2324,2324,2324,262,262,262,2324,2324,2324,2324,262,262,262
-1580,1,-1280,1,0,-1580,8928,8928,8928,8928,640,640,640,8928,8928,8928,8928,640,640,640
-1581,1,-2048,1,0,-1581,11442,11444,11442,11444,1026,1024,1022,11444,11442,11444,11442,1026,1024,1022
-1581,1,-2048,1,-1+1w,-1580,11444,11442,11444,11442,1022,1024,1026,11442,11444,11442,11444,1022,1024,1026
-1582,1,-3584,1,0,-1582,19224,19224,19224,19224,1792,1792,1792,19224,19224,19224,19224,1792,1792,1792
-1583,1,-1582,1,0,-1583,9351,9336,9351,9336,776,791,806,9336,9351,9336,9351,776,791,806
-1583,1,-1582,1,-1+1w,-1582,9336,9351,9336,9351,806,791,776,9351,9336,9351,9336,806,791,776
-1584,1,-1920,1,0,-1584,12226,12226,12226,12226,960,960,960,12226,12226,12226,12226,960,960,960
-1585,1,-2528,1,0,-1585,13336,13298,13336,13298,1226,1264,1302,13298,13336,13298,13336,1226,1264,1302
-1585,1,-2528,1,-1+1w,-1584,13298,13336,13298,13336,1302,1264,1226,13336,13298,13336,13298,1302,1264,1226
-1586,1,-1736,1,0,-1586,11412,11412,11412,11412,868,868,868,11412,11412,11412,11412,868,868,868
-1589,1,-1808,1,0,-1589,10058,10042,10058,10042,888,904,920,10042,10058,10042,10058,888,904,920
-1589,1,-1808,1,-1+1w,-1588,10042,10058,10042,10058,920,904,888,10058,10042,10058,10042,920,904,888
-1590,1,-1664,1,0,-1590,12148,12148,12148,12148,832,832,832,12148,12148,12148,12148,832,832,832
-1592,1,-1600,1,0,-1592,10662,10662,10662,10662,800,800,800,10662,10662,10662,10662,800,800,800
-1593,1,-2088,1,0,-1593,11242,11254,11242,11254,1056,1044,1032,11254,11242,11254,11242,1056,1044,1032
-1593,1,-2088,1,-1+1w,-1592,11254,11242,11254,11242,1032,1044,1056,11242,11254,11242,11254,1032,1044,1056
-1594,1,-3184,1,0,-1594,18168,18168,18168,18168,1592,1592,1592,18168,18168,18168,18168,1592,1592,1592
-1595,1,-1120,1,0,-1595,7984,7958,7984,7958,534,560,586,7958,7984,7958,7984,534,560,586
-1595,1,-1120,1,-1+1w,-1594,7958,7984,7958,7984,586,560,534,7984,7958,7984,7958,586,560,534
-1598,1,-1472,1,0,-1598,10908,10908,10908,10908,736,736,736,10908,10908,10908,10908,736,736,736
-1599,1,-2240,1,0,-1599,11944,11956,11944,11956,1132,1120,1108,11956,11944,11956,11944,1132,1120,1108
-1599,1,-2240,1,-1+1w,-1598,11956,11944,11956,11944,1108,1120,1132,11944,11956,11944,11956,1108,1120,1132
-1601,1,-1600,1,0,-1601,9471,9474,9471,9474,803,800,797,9474,9471,9474,9471,803,800,797
-1601,1,-1600,1,-1+1w,-1600,9474,9471,9474,9471,797,800,803,9471,9474,9471,9474,797,800,803
-1602,1,-2112,1,0,-1602,13408,13408,13408,13408,1056,1056,1056,13408,13408,13408,13408,1056,1056,1056
-1604,1,-1600,1,0,-1604,10368,10368,10368,10368,800,800,800,10368,10368,10368,10368,800,800,800
-1605,1,-1696,1,0,-1605,9752,9760,9752,9760,856,848,840,9760,9752,9760,9752,856,848,840
-1605,1,-1696,1,-1+1w,-1604,9760,9752,9760,9752,840,848,856,9752,9760,9752,9760,840,848,856
-1605,3,-424,3,-2+1w,-534,1712,1698,1712,1698,198,212,226,1698,1712,1698,1712,198,212,226
-1605,3,-424,3,-1+2w,-534,1698,1712,1698,1712,226,212,198,1712,1698,1712,1698,226,212,198
-1606,1,-2960,1,0,-1606,17784,17784,17784,17784,1480,1480,1480,17784,17784,17784,17784,1480,1480,1480
-1607,1,-1606,1,0,-1607,9493,9518,9493,9518,828,803,778,9518,9493,9518,9493,828,803,778
-1607,1,-1606,1,-1+1w,-1606,9518,9493,9518,9493,778,803,828,9493,9518,9493,9518,778,803,828
-1608,1,-2176,1,0,-1608,13508,13508,13508,13508,1088,1088,1088,13508,13508,13508,13508,1088,1088,1088
-1610,1,-1408,1,0,-1610,10548,10548,10548,10548,704,704,704,10548,10548,10548,10548,704,704,704
-1611,1,-2136,1,0,-1611,11500,11500,11500,11500,1068,1068,1068,11500,11500,11500,11500,1068,1068,1068
-1611,1,-2136,1,-1+1w,-1610,11500,11500,11500,11500,1068,1068,1068,11500,11500,11500,11500,1068,1068,1068
-1613,1,-1612,1,0,-1613,9547,9572,9547,9572,831,806,781,9572,9547,9572,9547,831,806,781
-1613,1,-1612,1,-1+1w,-1612,9572,9547,9572,9547,781,806,831,9547,9572,9547,9572,781,806,831
-1614,1,-2144,1,0,-1614,13236,13236,13236,13236,1072,1072,1072,13236,13236,13236,13236,1072,1072,1072
-1614,3,-536,3,-2+1w,-537,2390,2390,2390,2390,268,268,268,2390,2390,2390,2390,268,268,268
-1615,1,-2560,1,0,-1615,13576,13610,13576,13610,1314,1280,1246,13610,13576,13610,13576,1314,1280,1246
-1615,1,-2560,1,-1+1w,-1614,13610,13576,13610,13576,1246,1280,1314,13576,13610,13576,13610,1246,1280,1314
-1616,1,-1600,1,0,-1616,10674,10674,10674,10674,800,800,800,10674,10674,10674,10674,800,800,800
-1617,1,-2240,1,0,-1617,12136,12160,12136,12160,1144,1120,1096,12160,12136,12160,12136,1144,1120,1096
-1617,1,-2240,1,-1+1w,-1616,12160,12136,12160,12136,1096,1120,1144,12136,12160,12136,12160,1096,1120,1144
-1618,1,-3232,1,0,-1618,18534,18534,18534,18534,1616,1616,1616,18534,18534,18534,18534,1616,1616,1616
-1619,1,-1618,1,0,-1619,9569,9592,9569,9592,832,809,786,9592,9569,9592,9569,832,809,786
-1619,1,-1618,1,-1+1w,-1618,9592,9569,9592,9569,786,809,832,9569,9592,9569,9592,786,809,832
-1620,1,-1728,1,0,-1620,11140,11140,11140,11140,864,864,864,11140,11140,11140,11140,864,864,864
-1622,1,-1624,1,0,-1622,11352,11352,11352,11352,812,812,812,11352,11352,11352,11352,812,812,812
-1624,1,-3584,1,0,-1624,18816,18816,18816,18816,1792,1792,1792,18816,18816,18816,18816,1792,1792,1792
-1625,1,-1400,1,0,-1625,8600,8608,8600,8608,708,700,692,8608,8600,8608,8600,708,700,692
-1625,1,-1400,1,-1+1w,-1624,8608,8600,8608,8600,692,700,708,8600,8608,8600,8608,692,700,708
-1626,1,-2176,1,0,-1626,14264,14264,14264,14264,1088,1088,1088,14264,14264,14264,14264,1088,1088,1088
-1628,1,-1520,1,0,-1628,10140,10140,10140,10140,760,760,760,10140,10140,10140,10140,760,760,760
-1630,1,-2624,1,0,-1630,16560,16560,16560,16560,1312,1312,1312,16560,16560,16560,16560,1312,1312,1312
-1631,1,-1856,1,0,-1631,10346,10366,10346,10366,948,928,908,10366,10346,10366,10346,948,928,908
-1631,1,-1856,1,-1+1w,-1630,10366,10346,10366,10346,908,928,948,10346,10366,10346,10366,908,928,948
-1632,1,-2048,1,0,-1632,12450,12450,12450,12450,1024,1024,1024,12450,12450,12450,12450,1024,1024,1024
-1632,3,-512,3,-2+1w,-543,2228,2228,2228,2228,256,256,256,2228,2228,2228,2228,256,256,256
-1633,1,-3080,1,0,-1633,15228,15222,15228,15222,1534,1540,1546,15222,15228,15222,15228,1534,1540,1546
-1633,1,-3080,1,-1+1w,-1632,15222,15228,15222,15228,1546,1540,1534,15228,15222,15228,15222,1546,1540,1534
-1634,1,-1760,1,0,-1634,11652,11652,11652,11652,880,880,880,11652,11652,11652,11652,880,880,880
-1635,1,-1760,1,0,-1635,10660,10672,10660,10672,892,880,868,10672,10660,10672,10660,892,880,868
-1635,1,-1760,1,-1+1w,-1634,10672,10660,10672,10660,868,880,892,10660,10672,10660,10672,868,880,892
-1637,1,-1636,1,0,-1637,9701,9694,9701,9694,811,818,825,9694,9701,9694,9701,811,818,825
-1637,1,-1636,1,-1+1w,-1636,9694,9701,9694,9701,825,818,811,9701,9694,9701,9694,825,818,811
-1638,1,-2688,1,0,-1638,15500,15500,15500,15500,1344,1344,1344,15500,15500,15500,15500,1344,1344,1344
-1639,1,-2960,1,0,-1639,14962,14978,14962,14978,1496,1480,1464,14978,14962,14978,14962,1496,1480,1464
-1639,1,-2960,1,-1+1w,-1638,14978,14962,14978,14962,1464,1480,1496,14962,14978,14962,14978,1464,1480,1496
-1640,1,-1280,1,0,-1640,9636,9636,9636,9636,640,640,640,9636,9636,9636,9636,640,640,640
-1642,1,-3280,1,0,-1642,18810,18810,18810,18810,1640,1640,1640,18810,18810,18810,18810,1640,1640,1640
-1643,1,-1664,1,0,-1643,9746,9790,9746,9790,876,832,788,9790,9746,9790,9746,876,832,788
-1643,1,-1664,1,-1+1w,-1642,9790,9746,9790,9746,788,832,876,9746,9790,9746,9790,788,832,876
-1644,1,-2176,1,0,-1644,13220,13220,13220,13220,1088,1088,1088,13220,13220,13220,13220,1088,1088,1088
-1645,1,-2944,1,0,-1645,14736,14748,14736,14748,1484,1472,1460,14748,14736,14748,14736,1484,1472,1460
-1645,1,-2944,1,-1+1w,-1644,14748,14736,14748,14736,1460,1472,1484,14736,14748,14736,14748,1460,1472,1484
-1646,1,-1648,1,0,-1646,11532,11532,11532,11532,824,824,824,11532,11532,11532,11532,824,824,824
-1649,1,-1568,1,0,-1649,9604,9602,9604,9602,782,784,786,9602,9604,9602,9604,782,784,786
-1649,1,-1568,1,-1+1w,-1648,9602,9604,9602,9604,786,784,782,9604,9602,9604,9602,786,784,782
-1650,1,-1600,1,0,-1650,11220,11220,11220,11220,800,800,800,11220,11220,11220,11220,800,800,800
-1650,3,-400,3,-2+1w,-549,2152,2152,2152,2152,200,200,200,2152,2152,2152,2152,200,200,200
-1652,1,-1856,1,0,-1652,11496,11496,11496,11496,928,928,928,11496,11496,11496,11496,928,928,928
-1653,1,-2240,1,0,-1653,12214,12220,12214,12220,1126,1120,1114,12220,12214,12220,12214,1126,1120,1114
-1653,1,-2240,1,-1+1w,-1652,12220,12214,12220,12214,1114,1120,1126,12214,12220,12214,12220,1114,1120,1126
-1654,1,-3304,1,0,-1654,18972,18972,18972,18972,1652,1652,1652,18972,18972,18972,18972,1652,1652,1652
-1655,1,-1328,1,0,-1655,8690,8668,8690,8668,642,664,686,8668,8690,8668,8690,642,664,686
-1655,1,-1328,1,-1+1w,-1654,8668,8690,8668,8690,686,664,642,8690,8668,8690,8668,686,664,642
-1656,1,-2112,1,0,-1656,13204,13204,13204,13204,1056,1056,1056,13204,13204,13204,13204,1056,1056,1056
-1658,1,-1660,1,0,-1658,11622,11622,11622,11622,830,830,830,11622,11622,11622,11622,830,830,830
-1660,1,-2624,1,0,-1660,15468,15468,15468,15468,1312,1312,1312,15468,15468,15468,15468,1312,1312,1312
-1661,1,-1520,1,0,-1661,9528,9546,9528,9546,778,760,742,9546,9528,9546,9528,778,760,742
-1661,1,-1520,1,-1+1w,-1660,9546,9528,9546,9528,742,760,778,9528,9546,9528,9546,742,760,778
-1662,1,-2224,1,0,-1662,14600,14600,14600,14600,1112,1112,1112,14600,14600,14600,14600,1112,1112,1112
-1664,1,-1792,1,0,-1664,11430,11430,11430,11430,896,896,896,11430,11430,11430,11430,896,896,896
-1665,1,-1824,1,0,-1665,10674,10660,10674,10660,898,912,926,10660,10674,10660,10674,898,912,926
-1665,1,-1824,1,-1+1w,-1664,10660,10674,10660,10674,926,912,898,10674,10660,10674,10660,926,912,898
-1666,1,-3584,1,0,-1666,19992,19992,19992,19992,1792,1792,1792,19992,19992,19992,19992,1792,1792,1792
-1667,1,-1666,1,0,-1667,9893,9916,9893,9916,856,833,810,9916,9893,9916,9893,856,833,810
-1667,1,-1666,1,-1+1w,-1666,9916,9893,9916,9893,810,833,856,9893,9916,9893,9916,810,833,856
-1670,1,-1328,1,0,-1670,10212,10212,10212,10212,664,664,664,10212,10212,10212,10212,664,664,664
-1671,1,-2224,1,0,-1671,12314,12314,12314,12314,1112,1112,1112,12314,12314,12314,12314,1112,1112,1112
-1671,1,-2224,1,-1+1w,-1670,12314,12314,12314,12314,1112,1112,1112,12314,12314,12314,12314,1112,1112,1112
-1672,1,-3200,1,0,-1672,17958,17958,17958,17958,1600,1600,1600,17958,17958,17958,17958,1600,1600,1600
-1673,1,-1904,1,0,-1673,10658,10630,10658,10630,924,952,980,10630,10658,10630,10658,924,952,980
-1673,1,-1904,1,-1+1w,-1672,10630,10658,10630,10658,980,952,924,10658,10630,10658,10630,980,952,924
-1674,1,-2304,1,0,-1674,14344,14344,14344,14344,1152,1152,1152,14344,14344,14344,14344,1152,1152,1152
-1676,1,-1672,1,0,-1676,10878,10878,10878,10878,836,836,836,10878,10878,10878,10878,836,836,836
-1678,1,-3352,1,0,-1678,19290,19290,19290,19290,1676,1676,1676,19290,19290,19290,19290,1676,1676,1676
-1679,1,-1628,1,0,-1679,9944,9910,9944,9910,780,814,848,9910,9944,9910,9944,780,814,848
-1679,1,-1628,1,-1+1w,-1678,9910,9944,9910,9944,848,814,780,9944,9910,9944,9910,848,814,780
-1680,1,-2048,1,0,-1680,13210,13210,13210,13210,1024,1024,1024,13210,13210,13210,13210,1024,1024,1024
-1682,1,-1624,1,0,-1682,11724,11724,11724,11724,812,812,812,11724,11724,11724,11724,812,812,812
-1683,1,-1920,1,0,-1683,11328,11326,11328,11326,958,960,962,11326,11328,11326,11328,958,960,962
-1683,1,-1920,1,-1+1w,-1682,11326,11328,11326,11328,962,960,958,11328,11326,11328,11326,962,960,958
-1685,1,-1352,1,0,-1685,8872,8870,8872,8870,674,676,678,8870,8872,8870,8872,674,676,678
-1685,1,-1352,1,-1+1w,-1684,8870,8872,8870,8872,678,676,674,8872,8870,8872,8870,678,676,674
-1686,1,-2240,1,0,-1686,13896,13896,13896,13896,1120,1120,1120,13896,13896,13896,13896,1120,1120,1120
-1686,3,-560,3,-2+1w,-561,2528,2528,2528,2528,280,280,280,2528,2528,2528,2528,280,280,280
-1688,1,-1696,1,0,-1688,11406,11406,11406,11406,848,848,848,11406,11406,11406,11406,848,848,848
-1689,1,-2248,1,0,-1689,12474,12442,12474,12442,1092,1124,1156,12442,12474,12442,12474,1092,1124,1156
-1689,1,-2248,1,-1+1w,-1688,12442,12474,12442,12474,1156,1124,1092,12474,12442,12474,12442,1156,1124,1092
-1690,1,-2912,1,0,-1690,17670,17670,17670,17670,1456,1456,1456,17670,17670,17670,17670,1456,1456,1456
-1691,1,-1760,1,0,-1691,10206,10230,10206,10230,904,880,856,10230,10206,10230,10206,904,880,856
-1691,1,-1760,1,-1+1w,-1690,10230,10206,10230,10206,856,880,904,10206,10230,10206,10230,856,880,904
-1692,1,-2208,1,0,-1692,13372,13372,13372,13372,1104,1104,1104,13372,13372,13372,13372,1104,1104,1104
-1694,1,-1760,1,0,-1694,12312,12312,12312,12312,880,880,880,12312,12312,12312,12312,880,880,880
-1695,1,-1792,1,0,-1695,10372,10388,10372,10388,912,896,880,10388,10372,10388,10372,912,896,880
-1695,1,-1792,1,-1+1w,-1694,10388,10372,10388,10372,880,896,912,10372,10388,10372,10388,880,896,912
-1695,3,-448,3,-2+1w,-564,1820,1830,1820,1830,234,224,214,1830,1820,1830,1820,234,224,214
-1695,3,-448,3,-1+2w,-564,1830,1820,1830,1820,214,224,234,1820,1830,1820,1830,214,224,234
-1696,1,-3328,1,0,-1696,18396,18396,18396,18396,1664,1664,1664,18396,18396,18396,18396,1664,1664,1664
-1697,1,-1696,1,0,-1697,10125,10086,10125,10086,809,848,887,10086,10125,10086,10125,809,848,887
-1697,1,-1696,1,-1+1w,-1696,10086,10125,10086,10125,887,848,809,10125,10086,10125,10086,887,848,809
-1698,1,-2272,1,0,-1698,14960,14960,14960,14960,1136,1136,1136,14960,14960,14960,14960,1136,1136,1136
-1700,1,-1280,1,0,-1700,9300,9300,9300,9300,640,640,640,9300,9300,9300,9300,640,640,640
-1702,1,-3344,1,0,-1702,19464,19464,19464,19464,1672,1672,1672,19464,19464,19464,19464,1672,1672,1672
-1703,1,-1820,1,0,-1703,10416,10428,10416,10428,922,910,898,10428,10416,10428,10416,922,910,898
-1703,1,-1820,1,-1+1w,-1702,10428,10416,10428,10416,898,910,922,10416,10428,10416,10428,898,910,922
-1704,1,-2240,1,0,-1704,13416,13416,13416,13416,1120,1120,1120,13416,13416,13416,13416,1120,1120,1120
-1704,3,-560,3,-2+1w,-567,2408,2408,2408,2408,280,280,280,2408,2408,2408,2408,280,280,280
-1705,1,-2560,1,0,-1705,14122,14084,14122,14084,1242,1280,1318,14084,14122,14084,14122,1242,1280,1318
-1705,1,-2560,1,-1+1w,-1704,14084,14122,14084,14122,1318,1280,1242,14122,14084,14122,14084,1318,1280,1242
-1706,1,-1708,1,0,-1706,12006,12006,12006,12006,854,854,854,12006,12006,12006,12006,854,854,854
-1707,1,-2272,1,0,-1707,12630,12598,12630,12598,1104,1136,1168,12598,12630,12598,12630,1104,1136,1168
-1707,1,-2272,1,-1+1w,-1706,12598,12630,12598,12630,1168,1136,1104,12630,12598,12630,12598,1168,1136,1104
-1709,1,-1708,1,0,-1709,10193,10174,10193,10174,835,854,873,10174,10193,10174,10193,835,854,873
-1709,1,-1708,1,-1+1w,-1708,10174,10193,10174,10193,873,854,835,10193,10174,10193,10174,873,854,835
-1710,1,-1920,1,0,-1710,12884,12884,12884,12884,960,960,960,12884,12884,12884,12884,960,960,960
-1711,1,-3248,1,0,-1711,16108,16124,16108,16124,1640,1624,1608,16124,16108,16124,16108,1640,1624,1608
-1711,1,-3248,1,-1+1w,-1710,16124,16108,16124,16108,1608,1624,1640,16108,16124,16108,16124,1608,1624,1640
-1712,1,-1696,1,0,-1712,11364,11364,11364,11364,848,848,848,11364,11364,11364,11364,848,848,848
-1714,1,-3424,1,0,-1714,19740,19740,19740,19740,1712,1712,1712,19740,19740,19740,19740,1712,1712,1712
-1715,1,-1568,1,0,-1715,9654,9636,9654,9636,766,784,802,9636,9654,9636,9654,766,784,802
-1715,1,-1568,1,-1+1w,-1714,9636,9654,9636,9654,802,784,766,9654,9636,9654,9636,802,784,766
-1716,1,-2240,1,0,-1716,13768,13768,13768,13768,1120,1120,1120,13768,13768,13768,13768,1120,1120,1120
-1717,1,-3200,1,0,-1717,16040,16054,16040,16054,1614,1600,1586,16054,16040,16054,16040,1614,1600,1586
-1717,1,-3200,1,-1+1w,-1716,16054,16040,16054,16040,1586,1600,1614,16040,16054,16040,16054,1586,1600,1614
-1718,1,-1720,1,0,-1718,12072,12072,12072,12072,860,860,860,12072,12072,12072,12072,860,860,860
-1719,1,-2280,1,0,-1719,12376,12364,12376,12364,1128,1140,1152,12364,12376,12364,12376,1128,1140,1152
-1719,1,-2280,1,-1+1w,-1718,12364,12376,12364,12376,1152,1140,1128,12376,12364,12376,12364,1152,1140,1128
-1720,1,-2816,1,0,-1720,16836,16836,16836,16836,1408,1408,1408,16836,16836,16836,16836,1408,1408,1408
-1721,1,-1720,1,0,-1721,10255,10244,10255,10244,849,860,871,10244,10255,10244,10255,849,860,871
-1721,1,-1720,1,-1+1w,-1720,10244,10255,10244,10255,871,860,849,10255,10244,10255,10244,871,860,849
-1722,1,-2560,1,0,-1722,15204,15204,15204,15204,1280,1280,1280,15204,15204,15204,15204,1280,1280,1280
-1722,3,-640,3,-2+1w,-573,2704,2704,2704,2704,320,320,320,2704,2704,2704,2704,320,320,320
-1724,1,-1720,1,0,-1724,11178,11178,11178,11178,860,860,860,11178,11178,11178,11178,860,860,860
-1725,1,-1760,1,0,-1725,11030,11028,11030,11028,878,880,882,11028,11030,11028,11030,878,880,882
-1725,1,-1760,1,-1+1w,-1724,11028,11030,11028,11030,882,880,878,11030,11028,11030,11028,882,880,878
-1726,1,-3448,1,0,-1726,19878,19878,19878,19878,1724,1724,1724,19878,19878,19878,19878,1724,1724,1724
-1727,1,-1580,1,0,-1727,9942,9942,9942,9942,790,790,790,9942,9942,9942,9942,790,790,790
-1727,1,-1580,1,-1+1w,-1726,9942,9942,9942,9942,790,790,790,9942,9942,9942,9942,790,790,790
-1730,1,-1376,1,0,-1730,10596,10596,10596,10596,688,688,688,10596,10596,10596,10596,688,688,688
-1733,1,-1732,1,0,-1733,10341,10380,10341,10380,905,866,827,10380,10341,10380,10341,905,866,827
-1733,1,-1732,1,-1+1w,-1732,10380,10341,10380,10341,827,866,905,10341,10380,10341,10380,827,866,905
-1734,1,-2176,1,0,-1734,15020,15020,15020,15020,1088,1088,1088,15020,15020,15020,15020,1088,1088,1088
-1735,1,-2768,1,0,-1735,14790,14784,14790,14784,1378,1384,1390,14784,14790,14784,14790,1378,1384,1390
-1735,1,-2768,1,-1+1w,-1734,14784,14790,14784,14790,1390,1384,1378,14790,14784,14790,14784,1390,1384,1378
-1736,1,-2048,1,0,-1736,12768,12768,12768,12768,1024,1024,1024,12768,12768,12768,12768,1024,1024,1024
-1738,1,-3200,1,0,-1738,19440,19440,19440,19440,1600,1600,1600,19440,19440,19440,19440,1600,1600,1600
-1739,1,-1748,1,0,-1739,10434,10422,10434,10422,862,874,886,10422,10434,10422,10434,862,874,886
-1739,1,-1748,1,-1+1w,-1738,10422,10434,10422,10434,886,874,862,10434,10422,10434,10422,886,874,862
-1740,1,-1792,1,0,-1740,11604,11604,11604,11604,896,896,896,11604,11604,11604,11604,896,896,896
-1740,3,-448,3,-2+1w,-579,2128,2128,2128,2128,224,224,224,2128,2128,2128,2128,224,224,224
-1742,1,-1904,1,0,-1742,12708,12708,12708,12708,952,952,952,12708,12708,12708,12708,952,952,952
-1743,1,-2624,1,0,-1743,13768,13756,13768,13756,1300,1312,1324,13756,13768,13756,13768,1300,1312,1324
-1743,1,-2624,1,-1+1w,-1742,13756,13768,13756,13768,1324,1312,1300,13768,13756,13768,13756,1324,1312,1300
-1745,1,-1400,1,0,-1745,9222,9234,9222,9234,712,700,688,9234,9222,9234,9222,712,700,688
-1745,1,-1400,1,-1+1w,-1744,9234,9222,9234,9222,688,700,712,9222,9234,9222,9234,688,700,712
-1746,1,-2352,1,0,-1746,15088,15088,15088,15088,1176,1176,1176,15088,15088,15088,15088,1176,1176,1176
-1748,1,-1760,1,0,-1748,11460,11460,11460,11460,880,880,880,11460,11460,11460,11460,880,880,880
-1749,1,-2080,1,0,-1749,11704,11672,11704,11672,1008,1040,1072,11672,11704,11672,11704,1008,1040,1072
-1749,1,-2080,1,-1+1w,-1748,11672,11704,11672,11704,1072,1040,1008,11704,11672,11704,11672,1072,1040,1008
-1749,3,-520,3,-2+1w,-582,2016,2012,2016,2012,256,260,264,2012,2016,2012,2016,256,260,264
-1749,3,-520,3,-1+2w,-582,2012,2016,2012,2016,264,260,256,2016,2012,2016,2012,264,260,256
-1750,1,-3200,1,0,-1750,18972,18972,18972,18972,1600,1600,1600,18972,18972,18972,18972,1600,1600,1600
-1751,1,-1664,1,0,-1751,10322,10276,10322,10276,786,832,878,10276,10322,10276,10322,786,832,878
-1751,1,-1664,1,-1+1w,-1750,10276,10322,10276,10322,878,832,786,10322,10276,10322,10276,878,832,786
-1752,1,-2368,1,0,-1752,14864,14864,14864,14864,1184,1184,1184,14864,14864,14864,14864,1184,1184,1184
-1754,1,-1756,1,0,-1754,12372,12372,12372,12372,878,878,878,12372,12372,12372,12372,878,878,878
-1755,1,-2016,1,0,-1755,11476,11478,11476,11478,1010,1008,1006,11478,11476,11478,11476,1010,1008,1006
-1755,1,-2016,1,-1+1w,-1754,11478,11476,11478,11476,1006,1008,1010,11476,11478,11476,11478,1006,1008,1010
-1757,1,-2000,1,0,-1757,11274,11274,11274,11274,1000,1000,1000,11274,11274,11274,11274,1000,1000,1000
-1757,1,-2000,1,-1+1w,-1756,11274,11274,11274,11274,1000,1000,1000,11274,11274,11274,11274,1000,1000,1000
-1758,1,-2336,1,0,-1758,14532,14532,14532,14532,1168,1168,1168,14532,14532,14532,14532,1168,1168,1168
-1758,3,-584,3,-2+1w,-585,2642,2642,2642,2642,292,292,292,2642,2642,2642,2642,292,292,292
-1760,1,-1280,1,0,-1760,9882,9882,9882,9882,640,640,640,9882,9882,9882,9882,640,640,640
-1761,1,-2344,1,0,-1761,13046,13070,13046,13070,1196,1172,1148,13070,13046,13070,13046,1196,1172,1148
-1761,1,-2344,1,-1+1w,-1760,13070,13046,13070,13046,1148,1172,1196,13046,13070,13046,13070,1148,1172,1196
-1762,1,-3520,1,0,-1762,20400,20400,20400,20400,1760,1760,1760,20400,20400,20400,20400,1760,1760,1760
-1763,1,-1760,1,0,-1763,10538,10564,10538,10564,906,880,854,10564,10538,10564,10538,906,880,854
